id,last_scraped,source,host_id,host_since,host_location,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
6747666,9/15/2022,city scrape,31485611,4/18/2015,"Nashville, TN",t,2,3,t,t,"Nashville, Tennessee, United States",District 15,,36.24098,-86.70799,Entire home,Entire home/apt,8,,2 baths,3,3,$372.00 ,3,29,3,3,1125,1125,3,1125,,t,6,16,37,278,9/15/2022,23,4,0,3/5/2019,3/27/2022,4.96,5,4.96,4.87,4.96,4.91,4.78,,t,2,2,0,0,0.53
6749535,9/15/2022,city scrape,33524311,5/16/2015,"Nashville, TN",t,3,3,t,f,"Nashville, Tennessee, United States",District 7,,36.22296,-86.70836,Private room in home,Private room,4,,1 shared bath,2,2,$125.00 ,2,1125,2,2,1125,1125,2,1125,,t,3,23,48,320,9/15/2022,22,0,0,6/28/2015,3/28/2021,5,5,5,5,5,4.91,5,,t,3,0,3,0,0.25
6778008,9/16/2022,previous scrape,29466591,3/16/2015,"Nashville, TN",f,1,1,t,t,,District 17,,36.13582,-86.77143,Entire home,Entire home/apt,6,,2 baths,3,3,$100.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,0,0,0,9/16/2022,19,0,0,3/20/2016,3/19/2020,4.84,4.94,4.94,4.94,5,4.94,4.94,,t,1,1,0,0,0.24
6851003,9/16/2022,previous scrape,35898832,6/15/2015,,f,1,1,t,f,"Nashville, Tennessee, United States",District 6,,36.18326,-86.73158,Private room in home,Private room,2,,1 bath,1,1,$59.00 ,1,1125,1,1,1125,1125,1,1125,,f,0,0,0,0,9/16/2022,6,0,0,6/20/2015,7/19/2015,4.5,4.6,4.6,5,4.17,5,4.5,,f,1,0,1,0,0.07
6852100,9/15/2022,city scrape,3968661,10/24/2012,"Nashville, TN",t,3,3,t,t,"Nashville, Tennessee, United States",District 17,,36.12931,-86.77546,Entire home,Entire home/apt,4,,2 baths,2,2,$282.00 ,2,15,2,2,15,15,2,15,,t,14,40,70,70,9/15/2022,321,54,2,8/9/2015,8/29/2022,4.88,4.94,4.83,4.97,4.97,4.86,4.8,,f,3,3,0,0,3.71
6902565,9/15/2022,city scrape,36170463,6/18/2015,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 6,,36.16998,-86.75349,Entire home,Entire home/apt,8,,2.5 baths,3,3,$407.00 ,3,130,2,4,1125,1125,3,1125,,t,4,14,34,228,9/15/2022,178,30,1,3/8/2016,8/22/2022,4.92,4.97,4.86,4.98,4.95,4.86,4.87,,t,1,1,0,0,2.24
7020302,9/15/2022,city scrape,36798468,6/26/2015,"Nashville, TN",f,1,1,t,f,"Nashville, Tennessee, United States",District 18,,36.13021,-86.80335,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$90.00 ,30,1125,30,30,1125,1125,30,1125,,t,26,56,86,176,9/15/2022,370,11,0,6/27/2015,7/31/2022,4.88,4.96,4.91,4.98,4.97,4.93,4.85,,t,1,1,0,0,4.21
7021923,9/16/2022,previous scrape,36806526,6/26/2015,"Nashville, TN",t,1,2,t,t,"Nashville, Tennessee, United States",District 16,,36.10468,-86.73711,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$91.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,0,0,0,9/16/2022,331,13,0,10/11/2015,6/26/2022,4.94,4.97,4.96,4.97,4.98,4.79,4.91,,f,1,1,0,0,3.92
7023249,9/15/2022,city scrape,31870579,4/24/2015,"Wysox, PA",t,171,197,t,t,"Nashville, Tennessee, United States",District 15,,36.2191,-86.70435,Entire condo,Entire home/apt,8,,2 baths,2,4,$220.00 ,3,30,3,3,30,30,3,30,,t,11,15,15,15,9/15/2022,70,8,0,7/13/2015,7/29/2022,4.77,4.78,4.81,4.75,4.91,4.78,4.77,,f,15,15,0,0,0.8
7068164,9/16/2022,previous scrape,37058995,6/29/2015,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 24,,36.14237,-86.84694,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$200.00 ,2,1125,2,2,1125,1125,2,1125,,f,0,0,0,0,9/16/2022,2,0,0,6/13/2016,11/13/2016,4.5,5,5,5,5,4.5,5,,f,1,1,0,0,0.03
7072267,9/15/2022,city scrape,36144864,6/18/2015,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 16,,36.12009,-86.73652,Entire home,Entire home/apt,4,,1 bath,2,2,$151.00 ,3,1125,3,3,1125,1125,3,1125,,t,14,36,66,66,9/15/2022,143,28,2,7/10/2015,8/28/2022,4.66,4.89,4.7,4.85,4.84,4.66,4.74,,f,1,1,0,0,1.63
7074838,9/16/2022,previous scrape,1476255,12/6/2011,"Nashville, TN",f,1,2,t,t,"Nashville, Tennessee, United States",District 7,,36.20077,-86.71488,Entire bungalow,Entire home/apt,2,,1 bath,1,1,$139.00 ,3,90,3,3,90,90,3,90,,t,0,0,0,0,9/16/2022,69,1,0,9/8/2015,2/12/2022,4.97,4.99,4.97,4.97,4.94,4.87,4.96,,f,1,1,0,0,0.81
7092123,9/16/2022,city scrape,37171756,6/30/2015,"Denver, CO",t,1,3,t,t,"Nashville, Tennessee, United States",District 19,,36.15049,-86.79273,Entire rental unit,Entire home/apt,4,,1 bath,1,1,$149.00 ,2,1125,2,2,1125,1125,2,1125,,t,3,6,25,92,9/16/2022,398,40,5,7/18/2015,8/30/2022,4.92,4.96,4.93,4.97,4.98,4.94,4.9,,t,1,1,0,0,4.56
7111921,9/15/2022,city scrape,31306622,4/15/2015,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 9,,36.25914,-86.70626,Entire home,Entire home/apt,2,,1 bath,1,1,$68.00 ,1,30,1,1,1125,1125,1,1125,,t,5,10,39,129,9/15/2022,195,68,7,4/7/2019,9/14/2022,4.75,4.72,4.93,4.88,4.91,4.59,4.76,,t,1,1,0,0,4.65
7128065,9/15/2022,city scrape,23630584,11/11/2014,"Nashville, TN",t,1,2,t,t,"Nashville, Tennessee, United States",District 17,,36.14176,-86.79307,Entire home,Entire home/apt,4,,2 baths,2,2,$238.00 ,2,29,2,2,1125,1125,2,1125,,t,3,6,23,232,9/15/2022,220,64,5,9/11/2017,8/31/2022,4.95,4.92,4.88,4.96,4.96,4.97,4.9,,t,1,1,0,0,3.6
7206598,9/15/2022,city scrape,35210049,6/7/2015,"Nashville, TN",f,2,2,t,f,"Nashville, Tennessee, United States",District 6,,36.18092,-86.74647,Entire bungalow,Entire home/apt,2,,1 bath,1,1,$110.00 ,1,1125,1,2,1125,1125,1.3,1125,,t,9,31,48,48,9/15/2022,103,18,2,8/21/2017,9/12/2022,4.82,4.92,4.91,5,4.94,4.94,4.81,,t,1,1,0,0,1.67
7219462,9/15/2022,city scrape,37793888,7/7/2015,"Los Gatos, CA",f,1,3,t,f,"Nashville, Tennessee, United States",District 14,,36.15876,-86.64125,Entire home,Entire home/apt,10,,1.5 baths,3,5,$144.00 ,30,1125,30,30,1125,1125,30,1125,,t,14,44,74,349,9/15/2022,17,0,0,5/1/2016,11/12/2017,4.06,4.82,4.35,4.71,4.47,4.59,4.63,,f,1,1,0,0,0.22
7221835,9/15/2022,city scrape,28196034,2/22/2015,"Nashville, TN",t,26,50,t,t,"Nashville, Tennessee, United States",District 19,,36.17409,-86.7804,Entire condo,Entire home/apt,5,,1 bath,1,3,$199.00 ,2,1125,1,3,1125,1125,2.3,1125,,t,6,15,36,126,9/15/2022,228,34,4,8/30/2015,9/11/2022,4.81,4.83,4.77,4.95,4.89,4.66,4.79,,f,22,22,0,0,2.66
7276483,9/16/2022,previous scrape,38098104,7/10/2015,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 17,,36.12648,-86.78295,Entire bungalow,Entire home/apt,8,,3.5 baths,4,6,$489.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,0,0,0,9/16/2022,19,0,0,7/20/2015,10/13/2019,4.74,4.94,4.53,5,4.84,5,4.78,,t,1,1,0,0,0.22
7291013,9/15/2022,city scrape,2765736,6/27/2012,"Nashville, TN",t,1,2,t,t,"Nashville, Tennessee, United States",District 8,,36.22637,-86.72969,Private room in home,Private room,2,,1 private bath,1,1,$64.00 ,1,1125,1,1,1125,1125,1,1125,,t,3,14,36,294,9/15/2022,648,141,13,9/6/2015,9/14/2022,4.93,4.96,4.96,4.98,4.99,4.91,4.92,,f,1,0,1,0,7.57
7307832,9/15/2022,city scrape,25235552,12/26/2014,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 24,,36.15114,-86.83189,Entire home,Entire home/apt,2,,1 bath,2,2,$60.00 ,30,365,23,30,180,365,28,296.8,,t,1,2,4,76,9/15/2022,70,1,1,9/8/2015,8/31/2022,4.81,4.88,4.88,4.93,4.97,4.76,4.87,,f,1,1,0,0,0.82
7329158,9/16/2022,previous scrape,38395169,7/13/2015,"Nashville, TN",f,2,3,t,t,"Madison , Tennessee, United States",District 8,,36.26382,-86.73021,Entire guest suite,Entire home/apt,3,,1 bath,1,1,$72.00 ,31,1125,31,31,1125,1125,31,1125,,t,28,56,84,84,9/16/2022,73,2,0,7/23/2018,8/3/2022,4.93,4.93,4.99,5,5,4.81,4.9,,t,2,2,0,0,1.44
7329327,9/16/2022,previous scrape,38395169,7/13/2015,"Nashville, TN",f,2,3,t,t,"Nashville, Tennessee, United States",District 8,,36.26587,-86.73078,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$67.00 ,30,1125,30,31,1125,1125,30.3,1125,,t,27,55,82,82,9/16/2022,152,0,0,1/8/2017,2/16/2020,4.94,4.95,4.95,4.99,4.99,4.75,4.94,,f,2,2,0,0,2.19
7360288,9/15/2022,city scrape,858468,7/23/2011,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 24,,36.14831,-86.841,Entire guesthouse,Entire home/apt,4,,1 bath,1,1,$120.00 ,1,1125,1,1,1125,1125,1,1125,,t,13,31,57,143,9/15/2022,445,62,3,8/10/2015,9/6/2022,4.89,4.93,4.91,4.96,4.94,4.89,4.84,,t,1,1,0,0,5.15
7367968,9/15/2022,city scrape,34695981,5/31/2015,"Nashville, TN",f,3,13,t,t,"Nashville, Tennessee, United States",District 17,,36.1373,-86.77295,Entire home,Entire home/apt,10,,3 baths,3,4,$274.00 ,2,1125,1,3,1125,1125,2.1,1125,,t,14,39,69,153,9/15/2022,213,24,0,9/7/2015,8/14/2022,4.78,4.78,4.69,4.91,4.88,4.8,4.77,,t,2,2,0,0,2.49
7380837,9/15/2022,city scrape,38664462,7/16/2015,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 15,,36.17374,-86.66728,Entire home,Entire home/apt,9,,1 bath,3,5,$152.00 ,2,30,2,3,1125,1125,2.6,1125,,t,12,21,51,322,9/15/2022,234,32,3,9/14/2015,8/28/2022,4.88,4.92,4.95,4.98,4.96,4.83,4.88,,f,1,1,0,0,2.74
7383966,9/15/2022,city scrape,33933214,5/21/2015,"Washington, DC",t,1,2,t,t,"Nashville, Tennessee, United States",District 5,,36.18999,-86.77286,Entire home,Entire home/apt,12,,3.5 baths,4,9,$493.00 ,2,10,2,3,10,1125,2.6,1120,,t,12,38,68,343,9/15/2022,117,19,0,10/13/2015,8/1/2022,4.93,4.95,4.8,4.99,4.97,4.47,4.88,,t,1,1,0,0,1.39
7399827,9/15/2022,city scrape,21895643,9/28/2014,"Nashville, TN",t,5,6,t,t,"Nashville, Tennessee, United States",District 17,,36.13806,-86.78684,Entire townhouse,Entire home/apt,4,,1 bath,2,2,$187.00 ,2,30,2,2,1125,1125,2,1125,,t,13,42,70,160,9/15/2022,384,57,3,1/19/2016,8/24/2022,4.81,4.92,4.82,4.94,4.94,4.59,4.77,,f,5,5,0,0,4.74
7419176,9/15/2022,city scrape,6136502,4/28/2013,"Nashville, TN",f,1,3,t,f,"Nashville, Tennessee, United States",District 4,,36.03735,-86.74496,Private room in home,Private room,11,,3.5 shared baths,4,5,$110.00 ,30,365,30,30,365,365,30,365,,t,23,53,83,173,9/15/2022,4,0,0,11/13/2016,8/19/2021,4,4,4.75,3.67,4,5,4.33,,f,1,0,1,0,0.06
7474432,9/15/2022,city scrape,39146220,7/21/2015,"Nashville, TN",t,1,3,t,t,"Nashville, Tennessee, United States",District 15,,36.17753,-86.68163,Private room in home,Private room,2,,1 private bath,1,1,$64.00 ,1,14,1,1,1125,1125,1,1125,,t,6,9,9,9,9/15/2022,249,30,0,9/28/2015,7/30/2022,4.84,4.94,4.76,4.95,4.92,4.81,4.85,,f,1,0,1,0,2.94
7474446,9/16/2022,previous scrape,35062390,6/5/2015,"Nashville, TN",t,1,2,t,t,"Nashville, Tennessee, United States",District 30,,36.07475,-86.70323,Private room in home,Private room,4,,1 shared bath,1,1,$65.00 ,1,1125,1,2,1125,1125,1.3,1125,,t,0,0,0,0,9/16/2022,346,6,0,9/7/2015,10/17/2021,4.95,4.93,4.98,4.99,4.97,4.84,4.92,,f,1,0,1,0,4.04
7601469,9/15/2022,city scrape,39861993,7/28/2015,"Nashville, TN",t,6,6,t,t,"Nashville, Tennessee, United States",District 5,,36.19318,-86.77048,Entire bungalow,Entire home/apt,7,,2 baths,2,2,$211.00 ,2,1125,2,3,1125,1125,2,1125,,t,12,37,67,116,9/15/2022,378,46,1,8/19/2015,8/22/2022,4.83,4.92,4.84,4.97,4.97,4.59,4.76,,t,4,4,0,0,4.39
7603668,9/15/2022,city scrape,32632885,5/4/2015,"Nashville, TN",f,1,9,t,t,"Nashville, Tennessee, United States",District 17,,36.12683,-86.78443,Entire home,Entire home/apt,12,,5.5 baths,4,6,"$1,495.00 ",3,31,2,4,1125,1125,3,1125,,t,9,27,51,315,9/15/2022,9,0,0,9/29/2015,7/18/2021,5,5,5,5,5,5,5,,t,1,1,0,0,0.11
7604137,9/15/2022,city scrape,34013549,5/22/2015,"Nashville, TN",t,7,9,t,t,,District 6,,36.18654,-86.72846,Entire home,Entire home/apt,6,,2 baths,3,3,$387.00 ,2,1125,2,2,1125,1125,2,1125,,t,20,47,77,333,9/15/2022,29,6,1,4/17/2016,8/30/2022,4.69,4.83,4.66,4.9,4.93,4.86,4.66,,t,7,7,0,0,0.37
7608787,9/15/2022,city scrape,26945569,1/30/2015,"Nashville, TN",t,2,2,t,t,"Nashville, Tennessee, United States",District 35,,36.05468,-86.97141,Entire cottage,Entire home/apt,4,,1 bath,2,2,$120.00 ,2,14,2,2,14,14,2,14,,t,3,11,37,297,9/15/2022,187,39,4,8/3/2015,9/9/2022,4.98,4.98,4.98,4.99,4.99,4.95,4.95,,f,2,2,0,0,2.16
7617795,9/16/2022,previous scrape,38122066,7/10/2015,"Nashville, TN",f,2,2,t,t,"Nashville, Tennessee, United States",District 19,,36.16456,-86.77972,Entire rental unit,Entire home/apt,3,,1 bath,1,1,$250.00 ,1,6,1,1,6,6,1,6,,t,0,0,0,0,9/16/2022,17,0,0,9/7/2015,7/31/2016,4.94,4.94,5,4.88,5,4.94,4.71,,f,1,1,0,0,0.2
7622494,9/15/2022,city scrape,34013549,5/22/2015,"Nashville, TN",t,7,9,t,t,,District 17,,36.12694,-86.78802,Entire villa,Entire home/apt,8,,3 baths,4,5,"$3,300.00 ",2,1125,2,2,1125,1125,2,1125,,t,30,60,90,365,9/15/2022,4,0,0,7/31/2016,4/7/2019,5,4.75,5,5,5,5,5,,f,7,7,0,0,0.05
7665393,9/15/2022,city scrape,11044654,1/5/2014,"Nashville, TN",t,2,3,t,t,"Nashville, Tennessee, United States",District 29,,36.07786,-86.63637,Private room in home,Private room,1,,1 shared bath,1,1,$30.00 ,30,1125,30,30,1125,1125,30,1125,,t,7,37,67,342,9/15/2022,152,2,0,8/4/2015,7/30/2022,4.76,4.87,4.83,4.94,4.95,4.7,4.82,,f,2,0,2,0,1.75
7665412,9/15/2022,city scrape,7503893,7/15/2013,"Nashville, TN",f,3,5,t,t,"Nashville, Tennessee, United States",District 7,,36.19646,-86.71399,Entire home,Entire home/apt,5,,2 baths,3,2,$128.00 ,30,1125,30,30,1125,1125,30,1125,,t,28,58,88,178,9/15/2022,16,5,0,1/8/2018,7/1/2022,4.63,4.56,4.69,4.56,4.69,4.63,4.56,,f,3,2,1,0,0.28
7680228,9/15/2022,city scrape,40229785,8/1/2015,"Nashville, TN",f,2,3,t,t,"Nashville, Tennessee, United States",District 13,,36.14498,-86.63348,Entire guest suite,Entire home/apt,2,,1 bath,1,2,$39.00 ,30,1125,30,30,1125,1125,30,1125,,t,0,0,0,72,9/15/2022,90,1,0,9/11/2015,9/30/2021,4.91,4.96,4.96,4.97,4.98,4.86,4.95,,f,2,2,0,0,1.05
7688877,9/15/2022,city scrape,40380908,8/3/2015,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 24,,36.1392,-86.82524,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$106.00 ,30,1125,30,30,1125,1125,30,1125,,t,9,9,9,95,9/15/2022,133,0,0,9/21/2015,8/23/2019,4.94,4.95,4.92,4.96,4.97,4.85,4.92,,f,1,1,0,0,1.56
7692199,9/15/2022,city scrape,3530837,9/10/2012,"Nashville, TN",t,1,2,t,t,"Nashville, Tennessee, United States",District 18,,36.12649,-86.7916,Entire guesthouse,Entire home/apt,3,,1 bath,1,1,$142.00 ,2,7,2,2,1125,1125,2,1125,,t,6,33,63,63,9/15/2022,238,38,2,8/14/2015,8/29/2022,4.86,4.97,4.86,4.94,4.97,4.97,4.89,,t,1,1,0,0,2.76
7697579,9/15/2022,city scrape,40429647,8/3/2015,"Nashville, TN",t,1,3,t,t,"Nashville, Tennessee, United States",District 15,,36.21055,-86.68316,Entire rental unit,Entire home/apt,4,,1 bath,1,2,$145.00 ,2,5,2,2,1125,1125,2,1125,,t,18,41,68,158,9/15/2022,178,22,1,8/9/2015,9/11/2022,4.94,4.97,4.96,4.99,4.99,4.9,4.89,,f,1,1,0,0,2.06
7732118,9/15/2022,city scrape,7555756,7/17/2013,"Nashville, TN",t,1,2,t,t,"Nashville, Tennessee, United States",District 1,,36.17311,-86.93054,Entire home,Entire home/apt,6,,1.5 baths,3,4,$285.00 ,2,1125,2,2,1125,1125,2,1125,,t,24,50,73,272,9/15/2022,84,26,2,6/6/2016,8/28/2022,4.93,4.94,4.86,4.9,4.87,4.92,4.89,,f,1,1,0,0,1.1
7735723,9/15/2022,city scrape,40655596,8/6/2015,"Tennessee, United States",t,2,2,t,t,"Nashville, Tennessee, United States",District 5,,36.16983,-86.77708,Entire condo,Entire home/apt,4,,1 bath,1,1,$253.00 ,3,1125,1,3,1125,1125,1.6,1125,,t,3,11,41,131,9/15/2022,345,54,3,8/26/2015,8/26/2022,4.79,4.8,4.79,4.96,4.94,4.72,4.7,,t,2,2,0,0,4.01
7747039,9/16/2022,previous scrape,40611886,8/5/2015,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 6,,36.18808,-86.73047,Entire home,Entire home/apt,2,,1 bath,1,1,$95.00 ,1,100,1,2,100,100,1.3,100,,t,0,0,0,0,9/16/2022,153,0,0,9/15/2015,2/11/2021,4.96,4.97,4.99,4.99,4.98,4.92,4.9,,f,1,1,0,0,1.79
7758096,9/16/2022,city scrape,40793070,8/7/2015,"Nashville, TN",t,1,5,t,t,,District 6,,36.17579,-86.75484,Entire condo,Entire home/apt,6,,2 baths,2,3,$375.00 ,3,60,3,3,1125,1125,3,1125,,t,13,27,52,285,9/16/2022,15,4,0,11/10/2015,12/25/2021,5,5,4.93,4.93,5,5,4.79,,f,1,1,0,0,0.18
7759892,9/15/2022,city scrape,40803056,8/7/2015,"Nashville, TN",t,5,5,t,t,"Nashville, Tennessee, United States",District 19,,36.148,-86.79582,Entire condo,Entire home/apt,4,,1 bath,1,2,$151.00 ,2,90,2,2,1125,1125,2,1125,,t,0,8,21,240,9/15/2022,246,32,1,9/8/2015,8/29/2022,4.84,4.93,4.84,4.97,4.97,4.91,4.73,,f,5,5,0,0,2.88
7761551,9/15/2022,city scrape,26113301,1/14/2015,"Nashville, TN",t,2,2,t,t,"Nashville, Tennessee, United States",District 17,,36.13686,-86.76609,Entire home,Entire home/apt,8,,3.5 baths,4,4,$596.00 ,3,30,3,3,1125,1125,3,1125,,t,22,42,43,45,9/15/2022,198,27,1,10/12/2015,8/28/2022,4.98,4.99,4.97,4.97,4.98,4.78,4.92,,t,2,2,0,0,2.35
7771795,9/15/2022,city scrape,4185313,11/18/2012,"Nashville, TN",t,4,4,t,t,"Nashville, Tennessee, United States",District 24,,36.14799,-86.83681,Entire guest suite,Entire home/apt,2,,1 bath,1,1,$107.00 ,1,1125,1,3,1125,1125,1,1125,,t,13,28,54,90,9/15/2022,412,121,8,9/21/2015,9/13/2022,4.98,4.99,4.95,4.99,4.99,4.97,4.93,,f,4,4,0,0,4.84
7789726,9/15/2022,city scrape,40995602,8/9/2015,"Nashville, TN",f,3,4,t,t,"Nashville, Tennessee, United States",District 18,,36.1292,-86.80497,Entire home,Entire home/apt,12,,3 baths,3,8,$357.00 ,30,1125,30,30,1125,1125,30,1125,,t,21,51,81,356,9/15/2022,65,4,0,10/18/2015,8/8/2022,4.85,4.92,4.82,4.95,4.91,4.94,4.86,,t,3,3,0,0,0.77
7805346,9/15/2022,city scrape,9596278,10/23/2013,"Nashville, TN",f,4,4,t,t,"Nashville, Tennessee, United States",District 20,,36.15647,-86.86794,Entire home,Entire home/apt,6,,1 bath,3,3,$100.00 ,1,1125,1,2,1125,1125,1.3,1125,,t,9,21,43,282,9/15/2022,551,62,5,8/16/2015,9/1/2022,4.68,4.8,4.58,4.96,4.94,4.63,4.77,,f,4,4,0,0,6.39
7823039,9/15/2022,city scrape,40995602,8/9/2015,"Nashville, TN",f,3,4,t,t,"Nashville, Tennessee, United States",District 17,,36.13702,-86.79281,Entire home,Entire home/apt,8,,2 baths,2,4,$300.00 ,3,1125,3,3,1125,1125,3,1125,,t,17,36,64,335,9/15/2022,126,27,4,1/2/2016,9/11/2022,4.87,4.89,4.8,4.98,4.97,4.94,4.79,,t,3,3,0,0,1.54
7837790,9/15/2022,city scrape,34273856,5/26/2015,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 17,,36.14758,-86.76451,Entire townhouse,Entire home/apt,2,,1 bath,1,1,$172.00 ,2,1125,2,2,1125,1125,2,1125,,t,22,52,82,172,9/15/2022,171,12,1,8/31/2015,8/16/2022,4.84,4.91,4.91,4.96,4.94,4.43,4.78,,f,1,1,0,0,1.99
7860065,9/15/2022,city scrape,293488,11/20/2010,"Nashville, TN",t,3,4,t,t,"Nashville, Tennessee, United States",District 15,,36.16684,-86.68241,Entire guest suite,Entire home/apt,3,,1 bath,1,2,$75.00 ,2,60,2,2,1125,1125,2,1125,,t,4,17,35,117,9/15/2022,372,63,4,8/23/2015,9/9/2022,4.83,4.9,4.85,4.93,4.92,4.87,4.85,,t,3,3,0,0,4.32
7899142,9/15/2022,city scrape,584791,5/13/2011,"Nashville, TN",t,1,2,t,t,"Nashville, Tennessee, United States",District 6,,36.17593,-86.74452,Entire guesthouse,Entire home/apt,3,,1 bath,1,1,$129.00 ,2,1125,2,2,1125,1125,2,1125,,t,7,25,50,325,9/15/2022,392,68,4,4/29/2016,9/12/2022,4.84,4.95,4.83,4.95,4.95,4.91,4.81,,f,1,1,0,0,5.05
7899983,9/15/2022,city scrape,41653950,8/16/2015,"Nashville, TN",t,1,1,t,t,"Nashville, Tennessee, United States",District 19,,36.1739,-86.78088,Entire condo,Entire home/apt,3,,1 bath,1,2,$169.00 ,2,1125,1,2,1125,1125,2,1125,,t,8,16,35,301,9/15/2022,280,68,2,4/2/2016,9/2/2022,4.86,4.89,4.85,4.97,4.98,4.69,4.74,,t,1,1,0,0,3.56
7914730,9/15/2022,city scrape,20375611,8/21/2014,"Nashville, TN",f,2,2,t,t,"Nashville, Tennessee, United States",District 2,,36.20852,-86.7901,Entire home,Entire home/apt,9,,2 baths,4,4,$296.00 ,1,15,1,1,15,15,1,15,,t,9,29,54,288,9/15/2022,76,18,2,10/26/2015,8/28/2022,4.67,4.75,4.57,4.8,4.96,4.77,4.68,,f,2,1,1,0,0.91
7922612,9/15/2022,city scrape,16715778,6/12/2014,"Nashville, TN",f,1,1,t,t,"Nashville, Tennessee, United States",District 5,,36.18027,-86.75842,Entire cottage,Entire home/apt,4,,1 bath,1,2,$125.00 ,2,1125,2,2,1125,1125,2,1125,,t,4,21,51,227,9/15/2022,254,39,3,10/6/2015,9/7/2022,4.76,4.88,4.84,4.94,4.96,4.75,4.76,,f,1,1,0,0,3
7931679,9/16/2022,previous scrape,6383,1/10/2009,"Nashville, TN",f,1,1,t,f,,District 17,,36.12185,-86.78344,Entire home,Entire home/apt,6,,2 baths,2,2,$200.00 ,2,1125,2,2,1125,1125,2,1125,,t,0,0,0,0,9/16/2022,4,0,0,9/16/2018,4/28/2019,5,4.75,5,5,5,5,4.5,,t,1,1,0,0,0.08
7967170,9/15/2022,city scrape,6855810,6/11/2013,"Nashville, TN",f,150,179,t,t,"Nashville, Tennessee, United States",District 18,,36.13071,-86.80744,Entire rental unit,Entire home/apt,2,,1 bath,1,1,$162.00 ,30,365,30,30,365,365,30,365,,t,0,0,30,79,9/15/2022,55,1,0,9/25/2015,5/8/2022,4.75,4.84,4.82,4.91,4.94,4.85,4.75,,f,86,40,46,0,0.65
7984939,9/15/2022,city scrape,2347991,5/11/2012,"Nashville, TN",t,1,2,t,t,"Nashville, Tennessee, United States",District 18,,36.12983,-86.80042,Entire bungalow,Entire home/apt,4,,1 bath,1,1,$132.00 ,5,89,5,5,89,89,5,89,,t,3,11,25,37,9/15/2022,266,28,2,9/28/2015,8/28/2022,4.99,5,5,4.99,4.99,4.96,4.97,,f,1,1,0,0,3.14
8017261,9/15/2022,city scrape,5478418,3/15/2013,"Nashville, TN",t,2,3,t,t,"Nashville, Tennessee, United States",District 8,,36.21374,-86.734,Private room in bungalow,Private room,2,,1 shared bath,1,1,$79.00 ,2,10,2,2,1125,1125,2,1125,,t,23,53,83,83,9/15/2022,124,5,0,10/26/2015,7/31/2022,4.85,4.85,4.8,4.95,4.94,4.83,4.83,,f,2,0,2,0,1.48
8035818,9/15/2022,city scrape,9551442,10/21/2013,"Nashville, TN",t,6,8,t,t,"Nashville, Tennessee, United States",District 18,,36.11972,-86.79854,Entire townhouse,Entire home/apt,5,,1 bath,2,3,$177.00 ,1,1125,1,3,1125,1125,2.8,1125,,t,5,18,39,309,9/15/2022,568,74,8,10/26/2015,9/11/2022,4.96,4.95,4.96,4.96,4.97,4.97,4.94,,t,6,6,0,0,6.77
8035950,9/15/2022,city scrape,9551442,10/21/2013,"Nashville, TN",t,6,8,t,t,"Nashville, Tennessee, United States",District 18,,36.11972,-86.79854,Entire townhouse,Entire home/apt,5,,1 bath,2,2,$151.00 ,1,1125,1,3,1125,1125,2.9,1125,,t,3,18,44,312,9/15/2022,668,82,1,9/29/2015,9/12/2022,4.91,4.96,4.99,4.98,4.98,4.96,4.93,,f,6,6,0,0,7.88
