id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
35944728,NashPad Rooftop With Killer Downtown Views,271657969,Caroline,,District 19,36.16958,-86.79804,Entire home/apt,525,3,108,2022-08-28,2.80,1,158,30,
35983453,"The 404 Hotel, King Suite",229458829,The 404 Hotel,,District 19,36.15306,-86.78326,Hotel room,10000,1,0,,,2,0,0,
35983655,"The 404 Hotel, King Suite with Loft",229458829,The 404 Hotel,,District 19,36.15209,-86.78899,Hotel room,10000,1,0,,,2,0,0,
35998720,Garden Gem in East Nashville,92192776,Emily,,District 7,36.20396,-86.71191,Entire home/apt,105,30,0,,,1,0,0,
36002571,"NEW Nashville Dream Home in 12-South, 4min to DNTN",9638503,Kyle,,District 17,36.12565,-86.77973,Entire home/apt,790,30,11,2020-03-15,0.28,1,352,0,
36024642,The Russell (Room 3:4) Only 1.5 miles to Broadway!,115218273,Anchor Rentals,,District 6,36.17448,-86.75672,Hotel room,200,1,15,2022-03-18,0.39,54,211,1,
36034746,Renovated Pet-Friendly Nashville Home w/ Pvt. Yard,121235121,Evolve,,District 17,36.13415,-86.76804,Entire home/apt,162,2,26,2022-08-22,1.06,28,322,19,
36107199,Downtown Nashville! Walk to Broadway. Park free.,7403409,Stacie,,District 19,36.15538,-86.77074,Entire home/apt,182,1,207,2022-09-12,5.59,1,140,76,
36113543,"Modern Luxury Townhome Walk To Bars, Restaurants & Live Music",172390939,James,,District 5,36.20548,-86.74339,Entire home/apt,249,2,83,2022-09-07,2.13,3,316,34,
36132444,"Commodious Club Wyndham Nashville, 2 Bedroom Condo",194953121,,,District 15,36.22111,-86.70536,Entire home/apt,140,2,4,2022-04-02,0.12,80,0,1,
36142220,Little Garage Mahal - East End/East Nashville,234849000,Lonnie,,District 6,36.17267,-86.74901,Entire home/apt,134,2,212,2022-09-08,5.51,1,34,78,
36144835,"*6 BR, 2 rooftops Luxury Retreat Min to Downtown*",12153920,Shac,,District 5,36.19645,-86.772,Entire home/apt,856,2,12,2022-07-28,0.32,8,230,5,
36148146,Nashville’s Paradise Pointe,260171247,Erin,,District 17,36.13591,-86.78644,Entire home/apt,475,2,0,,,3,166,0,
36177944,Sonder The Stat | Superior One-Bedroom Apartment,224851351,Sonder (Nashville),,District 21,36.15542,-86.79761,Entire home/apt,189,2,299,2022-08-24,7.69,52,359,115,
36178545,Sonder The Stat | One-Bedroom Apartment,224851351,Sonder (Nashville),,District 21,36.15698,-86.79717,Entire home/apt,189,2,26,2022-08-25,0.67,52,307,10,
36210133,30+ Nights Quiet Comfy East Nashville 2BR/1BA Home,7218128,Sarah,,District 6,36.1833,-86.71781,Entire home/apt,65,30,1,2020-03-07,0.03,2,0,0,
36225255,Prime location to all of booming Nashville,57318551,James,,District 5,36.20262,-86.74118,Entire home/apt,306,2,42,2022-08-14,1.08,1,341,4,
36229689,Tiny Cabin on a Hill,71634574,Rebecca,,District 24,36.13439,-86.85909,Entire home/apt,45,30,5,2022-08-31,0.13,1,216,1,
36240209,Simply Suite (Cozy Apartment) 13 mins to downtown,47585304,Amy,,District 3,36.2681,-86.76172,Entire home/apt,81,1,156,2022-09-06,4.01,1,27,90,
36241458,Acoustic Retreat #6 Music Row - 1 Full Bedroom Apt,205597402,Mark,,District 17,36.138737,-86.79361,Entire home/apt,123,1,132,2022-09-13,3.39,10,129,60,
36243368,Home away from home in Music City USA (comfy/cozy),22028731,Sharese,,District 12,36.16676,-86.59888,Private room,45,1,36,2019-11-18,0.93,1,0,0,
36262820,GULCH MEGA HOME ★ SUPER ROOFTOP ★ PREMIER LOCATION,101426897,Host Extraordinaires,,District 17,36.13735,-86.79017,Entire home/apt,316,2,104,2022-08-28,2.67,178,250,20,
36270945,**Sanitized** Inviting East Nashville Cottage,17016732,Ann,,District 5,36.19067,-86.76049,Entire home/apt,273,3,54,2022-08-08,1.41,1,76,17,
36277473,Sonder The Stat | Studio Apartment,224851351,Sonder (Nashville),,District 21,36.15601,-86.79703,Entire home/apt,195,2,114,2022-08-17,2.99,52,329,27,
36301640,East Nashville Cozy Bungalow,57363876,Tiffany,,District 6,36.18632,-86.726,Entire home/apt,153,3,107,2022-08-22,3.06,2,307,52,
36318597,"Restful, Chic East Nashville Getaway",145319750,Wil,,District 8,36.2271,-86.72628,Entire home/apt,211,1,90,2022-08-25,2.49,3,157,50,
36350473,Spacious Loft in HEART of Downtown Music City! 406,103365676,Amanda,,District 19,36.16434,-86.77718,Entire home/apt,354,1,186,2022-09-07,4.78,56,333,75,
36352690,Beaus Oasis - 3 Miles to Dtwn Nashville,187200206,Dwell Nashville,,District 2,36.18869,-86.80699,Entire home/apt,281,2,72,2022-09-06,1.85,5,169,34,
36386015,Cozy Woodbine Retreat,26997029,Charlotte,,District 16,36.10966,-86.74022,Entire home/apt,50,2,31,2020-08-05,0.92,1,0,0,
36388352,NEW! Walkable 2BR Bungalow - Close to Vandy,7073590,Brigitte,,District 24,36.14335,-86.8235,Entire home/apt,174,1,241,2022-09-05,6.27,15,332,70,
36416339,Heart of Nashville  Charmer,42935831,Mary,,District 24,36.13397,-86.83208,Private room,55,1,25,2020-07-13,0.73,1,0,0,
36420157,Tudor Style Home w/Upstairs Private Ent. Apartment,41156422,Linda And John,,District 5,36.19837,-86.7478,Entire home/apt,142,1,123,2022-09-11,3.86,1,157,46,
36447405,BRAND NEW ✶ DOWNTOWN MODERN ✶ ROOFDECK ✶ 14 BEDS,101426897,Host Extraordinaires,,District 19,36.16759,-86.79834,Entire home/apt,322,2,84,2022-08-21,2.17,178,284,19,
36505039,Gold Record Condo Near Downtown,319913,Playlist,,District 2,36.18817,-86.81424,Entire home/apt,332,2,8,2021-09-14,0.21,21,348,0,
36512072,The Lillian Hideway -  WALK to 5 Points in E. Nash,85360355,StayLocal,,District 6,36.17355,-86.7409,Entire home/apt,134,1,46,2022-09-13,1.20,127,271,28,
36515320,★ Luxurious Home ★ Minutes to Broadway/Restaurants,43214274,Caleb,,District 5,36.20385,-86.74107,Entire home/apt,491,2,70,2022-08-21,1.82,1,212,30,
36523604,The Beryl Lee | Beautiful. Walkable. Best Location,217521865,Randy + Diane,,District 19,36.17793,-86.78847,Entire home/apt,148,1,269,2022-09-11,7.09,3,40,113,
36561279,New Build w/ Rooftop Deck / 3 Miles to Downtown,274841360,Albiona,,District 17,36.11826,-86.7679,Entire home/apt,384,2,167,2022-09-04,4.32,1,240,71,
36569807,Locale | Modern 1BR apartment in Music Row,2370669,Locale,,District 19,36.15084,-86.78857,Entire home/apt,281,1,67,2022-09-05,1.81,11,95,24,
36569846,"CITY VERDE 
*Featured on HGTV!*",63393783,Miranda,,District 21,36.15982,-86.81909,Entire home/apt,110,30,60,2021-08-16,1.62,1,0,0,
36603478,WEDGEWOOD-HOUSTON TOWNHOME - 6 MINS TO BROADWAY!,20772148,GoodNight,,District 17,36.14148,-86.7685,Entire home/apt,385,2,29,2022-08-14,0.76,124,177,13,
36641172,"12th South: Private Bedroom, Bath, & Entrance",275411806,Vonda,,District 17,36.12333,-86.78385,Private room,75,30,67,2022-07-31,1.79,1,43,11,
36675687,Shared apt Nashville,275663872,Abdulmajeed,,District 23,36.08408,-86.91893,Private room,30,1,0,,,1,0,0,
36693845,"Gorgeous new home, 5 minutes to Downtown!",271102902,Mary,,District 2,36.20639,-86.78665,Entire home/apt,243,1,225,2022-08-22,5.92,1,277,70,
36701228,Stylish Swanky Honeycomb Hideout,275861028,Steve,,District 27,36.04515,-86.70408,Entire home/apt,99,1,262,2022-09-05,7.07,1,147,77,
36701832,Your Home Away From COVID - Downtown Nashville,36665355,Byron,,District 19,36.17525,-86.78802,Entire home/apt,456,3,70,2022-09-11,1.91,1,62,22,
36705248,Music City Haven,34390419,Elysia,,District 2,36.20565,-86.79724,Entire home/apt,197,2,62,2022-08-21,1.62,2,210,21,
36724118,"Charming, Spacious Townhome- Near Downtown/Airport",162027946,Rob,,District 29,36.08776,-86.63534,Entire home/apt,182,1,72,2022-09-14,1.95,1,141,61,
36728294,Welcome to our Chateau,268558759,Julie,,District 7,36.2089,-86.70241,Private room,72,2,76,2022-09-11,1.99,1,112,54,
36731970,Townhouse near Downtown in Trendy East Nashville,191048339,Amanda,,District 5,36.20399,-86.73991,Entire home/apt,414,2,74,2022-09-05,1.94,2,332,27,
36733565,Acoustic Retreat #4 Music Row - 1 Full Bedroom Apt,205597402,Mark,,District 17,36.13773,-86.79258,Entire home/apt,95,1,188,2022-09-11,4.89,10,119,62,
36795315,Brand New ★ Luxury Super Home ★ Ultra Comfort,101426897,Host Extraordinaires,,District 17,36.13442,-86.78053,Entire home/apt,295,2,69,2022-08-28,1.80,178,299,31,
36883459,"Two Private Rooms in Nashville's ""It"" Neighborhood",5679935,Moira,,District 7,36.19507,-86.72888,Private room,55,1,0,,,1,0,0,
36902915,Modern Suite with Vintage Vibes Close to Downtown,51915448,Zack,,District 2,36.19196,-86.80739,Entire home/apt,81,2,211,2022-09-10,5.86,2,212,83,
36905634,Magnolia Knoll at Kingston Street,261597415,Torrey,,District 5,36.20917,-86.76461,Entire home/apt,356,2,111,2022-09-11,2.92,2,353,31,
36906182,Room1-Quiet private room close to airport and lake,65816165,Vindy,,District 33,36.06949,-86.60728,Private room,34,30,31,2022-08-31,0.82,2,335,4,
36997144,Stylish Apt 5min to Vandy; Ideal for longer stays,231602084,India,,District 18,36.12535,-86.79068,Entire home/apt,129,30,98,2022-08-31,2.87,1,251,31,
37001354,FAMOUS COUNTRY MUSIC VIDEO HOUSE-5 MIN TO DOWNTOWN,17639858,Katelyn,,District 5,36.18754,-86.76311,Entire home/apt,389,1,34,2022-08-14,0.89,1,149,7,
37003728,"Entire house: beautiful view, sights near",96574073,Milena,,District 1,36.21879,-86.87243,Entire home/apt,164,4,50,2022-08-11,1.35,1,167,18,
37013479,East Nashville bliss -Burrus St Bungalow -new reno,122278348,Greg,,District 8,36.21487,-86.73454,Entire home/apt,222,1,244,2022-09-11,6.43,1,294,78,
37016874,Quiet Oasis - 10 minutes from Downtown,224824154,Leslie,,District 20,36.15728,-86.84222,Entire home/apt,292,2,117,2022-09-11,3.81,3,159,50,
37042981,Top Floor Riverfront Condo,11556474,Vijay,,District 5,36.17361,-86.77926,Entire home/apt,239,2,24,2022-06-19,0.63,5,243,12,
37046091,3 Bed * 3 Bath * Bright & Cozy Near Downtown!,109712828,Kristin,,District 6,36.1711,-86.74195,Entire home/apt,243,2,56,2022-08-22,1.47,3,75,33,
37061283,Hows Manor - Historical Luxury Farmhouse - 1840,67379602,Jeff,,District 22,36.09124,-86.98457,Entire home/apt,357,3,34,2022-08-08,0.92,1,176,11,
37062724,"Gorgeous Home 7 Min to Dtwn w/ WiFi, AC, Parking, TV, Linens, Deck",126174,TrueAvenue,,District 5,36.18262,-86.75927,Entire home/apt,198,1,125,2022-08-21,3.27,33,309,33,
37080727,12th South Oasis,69338665,Alphonso,,District 17,36.12331,-86.78158,Entire home/apt,379,3,24,2022-07-31,0.66,1,335,11,
37080931,Petite Vintage Charmer ✿ Trendy East Nashville,101426897,Host Extraordinaires,,District 6,36.17767,-86.74108,Entire home/apt,101,2,91,2022-08-29,2.46,178,226,29,
37082984,Pecan Valley Cabin - Romantic Getaway in The Woods,70664893,James,,District 1,36.21809,-86.92669,Entire home/apt,188,1,115,2022-09-07,3.01,1,128,42,
37088892,Nashville Home w/ Deck ~ 5 Mi to Broadway/Downtown,121235121,Evolve,,District 7,36.1904,-86.71419,Entire home/apt,150,2,26,2022-08-14,0.69,28,304,15,
37092421,Downtown Nashville River Front Condo,279000737,Cindy,,District 19,36.17339,-86.78151,Entire home/apt,313,2,17,2020-02-21,0.45,2,0,0,
37113129,LUXE 2 BEDROOM CONDO ON MUSIC ROW ★ SLEEP 8 ★ POOL,34316903,Derek & Lacey,,District 19,36.15136,-86.79277,Entire home/apt,352,2,128,2022-09-05,3.37,10,250,41,
37118508,City Life Oasis 2 Miles to Downtown Walk to Cafes,279200289,Scott And Devin,,District 5,36.17772,-86.75916,Entire home/apt,222,1,108,2022-09-11,2.88,3,339,42,
37119483,★Cute Modern 2BD/BA Nashville Condo/5 min to DT★,4365297,C.J.,,District 17,36.13662,-86.7566,Entire home/apt,149,2,15,2022-09-11,0.40,7,345,13,
37123163,★ARTIST 2BD/BA CONDO 5 min to DT★,4365297,C.J.,,District 17,36.13494,-86.75719,Entire home/apt,142,2,11,2022-09-05,0.29,7,354,8,
37125258,★Artsy 2BA/2BD Haven - 5 min to DT Nashville★,4365297,C.J.,,District 17,36.13662,-86.75507,Entire home/apt,170,2,11,2022-07-31,0.29,7,349,7,
37125409,★Charming ARTISTIC 2BD/2BA 5 Min to DOWNTOWN★,4365297,C.J.,,District 17,36.13463,-86.75652,Entire home/apt,140,2,13,2022-09-07,0.34,7,324,8,
37152918,Hip Donelson...the perfect location!,16836467,Aly,,District 15,36.17111,-86.69453,Entire home/apt,61,30,8,2022-06-30,0.23,3,156,3,
37244703,Convenient B Five,25077870,Yuzhu,,District 27,36.04648,-86.71742,Private room,34,2,31,2022-08-28,0.82,2,319,2,
37245633,HIGH END LUXURY!★13 BEDS!★ ROOFTOP DECK★GAME ROOM!,115505661,Chris,,District 18,36.13084,-86.81558,Entire home/apt,596,2,128,2022-09-11,3.36,91,275,46,
37248464,New Build for Groups and Singles In East Nashville,6855810,UrbanNashville,,District 5,36.20917,-86.76461,Entire home/apt,212,2,122,2022-09-11,3.23,86,156,29,
37249443,5-Points Studio Apt - Monthly Rental Only,1244037,Brett,,District 6,36.17569,-86.74942,Entire home/apt,95,31,6,2022-06-01,0.20,1,28,3,
37274015,Halcyon Haven - for plush comfort in 12th South!,124044124,Mark,,District 17,36.12281,-86.78519,Entire home/apt,146,1,147,2022-02-26,3.95,1,134,25,
37290329,Charming Mid-Century Apartment in East Nashville,26906457,Cole & Ashley,,District 7,36.20851,-86.71809,Entire home/apt,90,30,93,2022-08-10,2.51,1,64,15,
37290926,2 Miles to Downtown Walk to Bars & Restaurants,279200289,Scott And Devin,,District 5,36.17807,-86.75826,Entire home/apt,201,2,95,2022-09-04,2.55,3,339,46,
37291927,*SLEEPS 40*  Music City Reunion 4 Units 4 Rooftops,115173292,Itay,,District 5,36.19519,-86.77231,Entire home/apt,1857,2,1,2022-06-21,0.34,12,165,1,
37296256,The Sunset Home!. 1 Mile to Downtown!.,123662791,Aaron,,District 5,36.19063,-86.77342,Entire home/apt,142,2,114,2022-09-11,3.04,3,311,48,
37321748,Upscale farmhouse,42590229,Stephanie,,District 20,36.15866,-86.85163,Entire home/apt,500,1,1,2020-01-26,0.03,1,0,0,
37322856,Cozy private studio apartment in East Nashville,23719875,Peter,,District 7,36.18875,-86.71503,Entire home/apt,109,1,218,2022-08-14,6.09,1,104,33,
37324336,"WALKABLE! Music Row's ""Songbird Spot"" Apartment",27375393,Jill,,District 17,36.1392,-86.79671,Entire home/apt,99,2,89,2022-09-07,2.38,7,6,43,
37362118,"Clean, Close, and Cared For!",281514651,Austin,,District 24,36.13161,-86.81825,Entire home/apt,99,31,1,2019-08-02,0.03,1,0,0,
37365301,"Downtown Modern, Rooftop Patio, Vanderbilt, 8 Beds",98212855,Alex & Wes,,District 24,36.15349,-86.82867,Entire home/apt,435,2,128,2022-09-07,3.46,2,296,57,
37391246,NEW LUXURY HOME!⭐️12 BEDS⭐️GAME ROOM! ⭐️ROOFTOP!,115505661,Chris,,District 18,36.13072,-86.81722,Entire home/apt,271,1,129,2022-09-12,3.46,91,315,28,
37391357,Out by the lake- Near BNA Airport,281804340,Eric,,District 12,36.16176,-86.58264,Entire home/apt,164,2,79,2022-08-03,2.14,1,246,28,
37392238,Old Hickory Hideout!!! Basement Apartment,174969407,Stevens Realty,,District 11,36.25455,-86.64405,Entire home/apt,104,3,51,2022-09-11,1.37,3,69,11,
37401318,Elegant & Spacious Townhome 15 min from Downtown,21646527,Allison,,District 27,36.05134,-86.7292,Entire home/apt,289,30,6,2021-11-14,0.48,3,11,5,
37402609,Luxury New Townhouse Right Across from Belmont!!!,241545136,Mayra,,District 17,36.13668,-86.79013,Entire home/apt,446,2,44,2022-08-21,1.39,3,231,16,
37405183,The Guesthouse Nashville,100068039,Devon,,District 20,36.15009,-86.86764,Entire home/apt,70,1,43,2022-09-11,8.54,1,305,43,
37429273,Modern New Home 4 Minutes From Downtown!,67611468,Joey,,District 2,36.20177,-86.78603,Entire home/apt,209,1,207,2022-08-29,5.54,1,283,78,
37455823,Luxury Retreat *1.5 Miles to Broadway* Sleeps 12+,261668931,Ryan,,District 19,36.18656,-86.792,Entire home/apt,713,2,40,2022-09-12,1.08,3,312,18,
37462665,"GoldenRule - Mins. to Broadway, Midtown! Sleeps 10",282622112,Chris,,District 17,36.13486,-86.76741,Entire home/apt,303,2,11,2020-01-02,0.30,1,0,0,
37487772,"Luxury 2BR at Wyndham Resort in Nashville, TN",246225955,Michael,,District 15,36.22039,-86.70483,Entire home/apt,131,2,12,2022-02-18,0.34,4,0,2,
37492152,Authentic Local Musician Space WeHo Art District!!,80602532,Lottie,,District 17,36.13632,-86.76367,Entire home/apt,36,2,8,2020-12-20,0.21,3,0,0,
37494808,Enticing Home ON the Cumberland river!,143993920,Cory,,District 7,36.20301,-86.69677,Entire home/apt,232,3,38,2022-07-28,1.04,1,86,12,
37495535,★Modern Farmhouse w/ Small Town Charm★15min D'town,29801925,Ashley,,District 1,36.31626,-86.86567,Entire home/apt,370,2,66,2022-09-04,2.13,1,330,31,
37499529,Hey Yall Nashville FREE PARKING 4miles Broadway,28196034,Dorinda,,District 21,36.16185,-86.83767,Entire home/apt,152,2,114,2022-09-04,3.02,22,137,39,
37557726,Room2-Private room close to airport and lake,65816165,Vindy,,District 33,36.06966,-86.60793,Private room,34,30,35,2022-05-16,0.93,2,335,5,
37558986,1 Bedrm Loft! Walkable to attractions!,171176713,Mercury,,District 19,36.15186,-86.78454,Entire home/apt,172,2,150,2022-09-11,4.03,11,133,57,
37559742,2 Miles To Downtown & Walk to Bars & Restaurants,279200289,Scott And Devin,,District 5,36.17953,-86.75851,Entire home/apt,206,2,99,2022-07-31,2.66,3,345,37,
37561796,"Hartford Studio, Modern Bohemian Private Suite",12891412,Melanie,,District 16,36.11523,-86.73412,Entire home/apt,179,2,70,2022-08-14,2.11,1,12,30,
37563890,Gulch Condo! Stay Where the Fun is! 🎸🎵🎶,171176713,Mercury,,District 19,36.15348,-86.78984,Entire home/apt,177,2,98,2022-09-08,2.61,11,143,57,
37564038,15 minutes from downtown Nashville,76192250,Jordan,,District 26,36.07772,-86.73059,Private room,50,2,2,2019-09-23,0.05,1,0,0,
37593669,★ LOCATION IS EVERYTHING★ VERY SPACIOUS★ 3 MIN UBE,284023946,Brenda,,District 6,36.16994,-86.75224,Entire home/apt,636,2,41,2022-08-21,1.11,1,333,13,
37599157,Stay in Style & walk to Broadway Nashville 2BR/2BA,2449215,Jasmine,,District 19,36.1539,-86.77598,Entire home/apt,351,1,160,2022-08-28,4.31,3,132,74,
37599205,"Sunny Club Wyndham Nashville, 2 Bedroom Condo",194953121,,,District 15,36.21921,-86.7046,Entire home/apt,140,2,3,2022-09-08,0.08,80,0,1,
37600886,"RANCH BEAUTY - 3Bd/2Ba, King Bed, Mins to Broadway",284083091,Becky,,District 8,36.25833,-86.72787,Entire home/apt,252,3,42,2022-09-05,1.17,2,126,10,
37654198,Monthly Furnished Rental in Woodbine,190557026,Sarah,,District 16,36.11659,-86.73887,Entire home/apt,60,30,3,2022-08-27,0.13,1,229,1,
37677921,WORK HARD PLAY HARD - DOWNTOWN NASHVILLE TN,178711832,Tanner,,District 19,36.15514,-86.77643,Entire home/apt,173,1,145,2022-09-01,3.91,1,196,54,
37682465,Private suite in Nashville neighborhood,41213221,Amanda,,District 30,36.06338,-86.71027,Private room,63,1,274,2022-09-10,8.11,1,64,92,
37687881,"East Nashville Bungalow, Heart of Five Points",284851075,Rebecca & Justin,,District 6,36.17198,-86.7504,Entire home/apt,160,1,138,2022-09-02,5.07,1,268,77,
37689821,Chic East Nashville Retreat/Rooftop deck/13 Beds,104850762,DC Capital,,District 8,36.21841,-86.74098,Entire home/apt,467,2,63,2022-07-24,1.70,23,321,22,
37715078,Monthly Rental.  Flexible Terms.  Message us.,196779009,Josh And Liz,,District 27,36.06456,-86.73003,Entire home/apt,389,30,8,2021-11-26,0.26,2,134,2,
37719729,"DOWNTOWN IN MINUTES! Nashville's ""Sweet Retreat!""",270856469,Christina,,District 16,36.11645,-86.74026,Entire home/apt,111,2,154,2022-09-11,4.20,1,69,61,
37749408,Cash Ln *4Bed* Historic Farmhouse 5 mi to Downtown,2898020,Todd,,District 8,36.24905,-86.7258,Entire home/apt,662,3,21,2022-08-20,0.59,1,318,7,
37774171,"Hope Gardens in Historic Downtown, Nashville",285705830,John,,District 19,36.17166,-86.79385,Entire home/apt,453,4,94,2022-09-10,2.76,1,72,42,
37800019,"Mid Century Modern Condo30day min w/ WiFi, AC, Parking, TV, Furnished, Rooftop",126174,TrueAvenue,,District 5,36.17355,-86.76411,Entire home/apt,113,30,2,2022-07-30,0.06,33,183,1,
37809196,Rosebank Retreat,286159445,Marlaina & Zach,,District 6,36.18617,-86.71551,Entire home/apt,280,2,62,2022-09-05,1.67,1,61,28,
37825180,Luxury Jack & Jill Suite,65154917,Isha,,District 3,36.23974,-86.76168,Private room,118,1,82,2022-08-14,2.19,1,82,21,
37830396,The Russell (Room 3:1) HISTORIC EAST NASHVILLE!!!,115218273,Anchor Rentals,,District 6,36.17497,-86.75579,Hotel room,180,1,35,2022-07-02,0.96,54,226,3,
37831361,The Russell (3:5) - Walk to Bars & Restaurants,115218273,Anchor Rentals,,District 6,36.17492,-86.75607,Private room,180,1,19,2022-08-22,0.53,54,219,10,
37856446,"Private Smashville pad, minutes to Music Row",63507171,Grace/Kelly,,District 21,36.1814,-86.81,Private room,38,30,10,2022-07-24,0.39,1,123,6,
37885707,Lovely space in the heart of Belmont/12 South,286987629,Adam,,District 18,36.12504,-86.7969,Entire home/apt,175,2,71,2022-08-28,1.92,1,139,26,
37898509,Cozy East Nashville Fun,86599973,Holly,,District 5,36.18098,-86.76007,Entire home/apt,261,2,138,2022-09-05,3.92,1,24,49,
37907056,"Nashville Apt w/ Patio, 3 Mi to Grand Ole Opry",121235121,Evolve,,District 15,36.19071,-86.67442,Entire home/apt,107,2,32,2022-07-06,0.86,28,258,10,
37910377,Garden Bungalow,52522718,Joe & Elizabeth,,District 6,36.18347,-86.74624,Entire home/apt,353,30,2,2019-10-07,0.06,1,358,0,
37912148,Home away from home. Minutes from the city.,88791366,Issac,,District 3,36.29081,-86.78713,Entire home/apt,493,2,81,2022-08-28,2.19,1,293,35,
37931346,Music City Apartment Just Steps From Broadway!,87794629,Chase,,District 19,36.15554,-86.77611,Entire home/apt,140,4,212,2022-09-04,5.69,1,44,69,
37936461,Spacious Music City Getaway - In a Great Location!,76786245,Timothy,,District 24,36.13692,-86.85645,Entire home/apt,124,1,166,2022-09-11,4.49,1,63,98,
37943204,Private Bedroom 8 minutes from Heart of Downtown!,151184920,David,,District 2,36.20392,-86.78564,Private room,40,1,45,2021-02-25,1.21,2,0,0,
37957284,Cozy Urban Cottage w/ firepit | Walk to hotspots!,244397910,Hari,,District 6,36.18597,-86.73607,Entire home/apt,132,1,49,2022-09-05,4.15,2,11,49,
37960375,★ Downtown| King Beds+Rooftop Lounge+Gym★...,280111229,Ben,,District 19,36.15468,-86.77517,Entire home/apt,502,2,244,2022-09-09,6.94,1,88,86,
37970099,Modern Luxury | Rooftop Deck | 3 mi to Downtown,287871178,Mark,,District 7,36.19841,-86.73959,Entire home/apt,279,1,37,2022-09-05,1.00,1,332,19,
37972047,Newly remodeled 3BR house 8 min from downtown!,151184920,David,,District 2,36.2047,-86.78376,Entire home/apt,379,3,89,2022-08-14,2.40,2,131,32,
37994857,The Greenhouse | Greenhills / West End Apartment,1002405,Benjamin,,District 24,36.12468,-86.81709,Entire home/apt,115,1,278,2022-08-28,10.20,1,1,108,
38002095,"Daybed in the Playroom-MorningStar 
semi-private",22296,Diana,,District 12,36.16217,-86.5906,Shared room,32,30,3,2022-06-04,0.08,8,327,1,
38020913,Trendy & Historic Condo | Near Downtown,160100458,Maria,,District 21,36.1589,-86.80725,Entire home/apt,128,1,107,2022-09-04,3.36,1,152,39,
38047475,The Cabin at Ghost Gums on the Ridge,207503996,Dayle & Terry,,District 3,36.32136,-86.76443,Entire home/apt,130,2,92,2022-09-04,3.41,1,156,37,
38060936,Pet Friendly Guest Suite in The Nations!!,20942423,Anna,,District 20,36.15838,-86.8421,Entire home/apt,124,30,11,2022-07-31,0.33,2,319,3,
38072544,A Room to Nestledown in 12 South,19060214,Anna,,District 25,36.11264,-86.78369,Private room,52,1,15,2020-03-15,0.43,2,0,0,
38074558,Another Room to Nestledown in 12 South,19060214,Anna,,District 25,36.11154,-86.78356,Private room,47,1,18,2020-03-14,0.52,2,0,0,
38086280,Best Deal in Nashville - Hillbilly House - YEEHAW,174969407,Stevens Realty,,District 3,36.25752,-86.849,Entire home/apt,151,2,32,2022-07-31,0.88,3,335,11,
38090897,Music City Dream/3 Miles to BW/11 beds/2nd HomeOpt,104850762,DC Capital,,District 5,36.20334,-86.74152,Entire home/apt,575,31,19,2022-01-17,0.51,23,365,7,
38095416,Historic Belle Air Mansion,50400360,Lewis,,District 15,36.16953,-86.68724,Entire home/apt,4814,2,4,2021-11-15,0.11,2,273,1,
38098146,Adorable Tiny Home!,54122551,Cindy,,District 6,36.17811,-86.71638,Entire home/apt,82,30,9,2020-10-25,0.25,1,61,0,
38101816,Phonse's Modern Hill Top Condo - stunning views!!,28627491,Alphonse,,District 4,36.04252,-86.72321,Entire home/apt,142,1,51,2022-07-17,1.38,1,152,20,
38101928,The Taylor Swift-Chic Suite in Historic Germantown,268685553,Warren,,District 19,36.18034,-86.78773,Entire home/apt,79,2,11,2019-11-30,0.30,2,0,0,
38103571,2bed/2bath Music Row apartment!,230670302,Diane,,District 19,36.14424,-86.79365,Entire home/apt,150,3,72,2022-03-27,1.95,4,0,22,
38128953,(30day+) South Inglewood,44039875,Davina,,District 7,36.20276,-86.73579,Entire home/apt,107,30,5,2022-03-29,0.29,7,55,2,
38134631,"""LISTEN LINDA"" The Nashville Inn",151369992,Clay & RyLee,,District 8,36.25981,-86.72584,Entire home/apt,88,30,5,2022-07-29,0.14,2,192,3,
38152114,"New 4BD/3BA-Stage, Gym, HotTub, Game Room, 9 Beds!",21736973,CousinsBNB,,District 15,36.16045,-86.71795,Entire home/apt,743,2,73,2022-07-31,2.00,11,242,23,
38152746,"""SUITE LINDA"" walk-out suite in a park setting",151369992,Clay & RyLee,,District 8,36.26044,-86.72557,Entire home/apt,65,30,7,2022-06-01,0.19,2,103,2,
38160639,Skyline at East Nashville D,288618851,Momo,,District 5,36.19551,-86.77275,Entire home/apt,1484,31,10,2021-08-15,0.27,2,142,0,
38213185,The Nashville Native Experience 5min from Broadway,59991677,Adam,,District 7,36.19692,-86.7367,Entire home/apt,707,2,73,2022-09-11,2.00,1,333,32,
38215412,Guest Suite - 10 Minutes from Downtown,18328889,Ali,,District 16,36.09942881522785,-86.72506738454103,Entire home/apt,124,1,3,2022-09-04,2.73,1,79,3,
38220093,Nashville Get-Away,41207602,Belinda,,District 11,36.24171,-86.63256,Entire home/apt,552,1,7,2022-04-24,0.29,7,365,3,
38229992,Queen Bedroom*Private Entrance*Minutes to Downtown,39351349,Alexandria,,District 2,36.22328,-86.76729,Private room,55,2,15,2020-03-16,0.41,2,0,0,
