id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
431258,"5 MIN TO DT! 2 Bdrm, 2.5 Baths Hot tub & Patio!",1684051,Rick,,District 19,36.1758,-86.7995,Entire home/apt,252,2,459,2022-05-15,3.75,6,274,35,
5317695,2 Blocks from Music Row!,6855810,UrbanNashville,,District 17,36.13721,-86.79316,Entire home/apt,219,2,205,2022-05-30,2.31,86,141,34,
3288576,Belmont Modern Loft Guest House,2275056,Debbie,,District 18,36.12465,-86.7947,Entire home/apt,179,1,148,2022-04-17,2.08,6,48,28,
513664,Cozy and Convenient in Donelson!,2530554,Lori,,District 14,36.15478,-86.64912,Private room,90,2,27,2015-06-29,0.24,1,163,0,
3379848,Casual Comfort at The Hotel Not California,17050462,Patrick & Janet,,District 16,36.12451,-86.71123,Entire home/apt,161,2,120,2022-06-12,2.05,1,302,26,
5329979,Luxury Hillsboro Village Condo,27621511,Adam,,District 18,36.13634,-86.80317,Entire home/apt,137,30,132,2019-12-29,1.48,1,286,0,
632636,Admire the Skyline from the Rooftop Terrace at a Chic Suite,1684051,Rick,,District 19,36.1723,-86.7925,Entire home/apt,156,2,391,2022-06-02,3.26,6,24,60,
5334208,Period Cottage in the Foodie East Nashville Neighborhood,6233192,Michelle,,District 7,36.20404,-86.72695,Entire home/apt,300,30,83,2021-04-30,0.95,2,0,0,
645985,Serenity Haven,1515903,Karen,,District 6,36.18565,-86.71511,Private room,28,30,51,2022-02-25,0.43,2,161,2,
5397498,Spacious E Nashville 2nd Fl Suite,27981303,Yvonne,,District 6,36.18236,-86.73991,Private room,120,2,268,2022-06-12,3.04,1,199,40,
3398939,!!DOWNTOWN CONDO WITH GREAT POOL AND VIEW!! 84,17145199,Brad,,District 19,36.17413,-86.7822,Entire home/apt,207,1,369,2022-06-07,3.82,6,145,74,
648088,Heart of Music Row  Private Suite (600 sq FT),3250769,Robyn,,District 19,36.1447,-86.79014,Private room,130,2,411,2022-05-30,3.46,1,336,27,
3464176,Spacious Home in Cool East Nashville - #2019071966,17453866,Alex,,District 5,36.17866,-86.76967,Entire home/apt,414,2,59,2022-05-31,0.61,1,210,14,
5450001,Refurnished ADORABLE House Mins to Downtown FUN!!,16805934,Rachael,,District 16,36.09931,-86.73938,Entire home/apt,186,2,55,2020-03-07,0.71,3,341,0,
674159,"A Clean, Quiet Suite in a Great Neighborhood",3422455,John,,District 6,36.17242,-86.73742,Entire home/apt,142,3,294,2022-06-05,2.56,1,291,22,
5480793,Cozy Lockeland Springs Private Loft,28422447,Greg,,District 6,36.17283,-86.7381,Entire home/apt,110,2,373,2022-05-22,4.23,1,294,44,
3578360,East Nashville & Easy Bike Downtown,11006332,Cp,,District 6,36.16369,-86.74046,Entire home/apt,200,30,101,2021-11-11,1.05,1,43,8,
681880,Luxurious Rustic Cozy Guesthouse,3471162,Tiffany,,District 7,36.21628,-86.70935,Entire home/apt,89,1,575,2022-05-01,4.88,1,0,15,
3595967,"New, Spacious, Clean, near Downtown",14103090,Gary,,District 17,36.13955,-86.76488,Entire home/apt,475,3,81,2022-05-16,0.85,1,43,20,
5497835,4BR in East Nashville on Greenway,11279036,Kelly And Aron,,District 6,36.16798,-86.72635,Entire home/apt,190,5,22,2021-03-14,0.26,2,8,0,
747429,Downtown Great Getaway,2066370,Lisa,,District 21,36.18276,-86.80296,Entire home/apt,412,2,62,2021-08-22,0.53,2,212,2,
5523154,Fantastic Location! West End/Vanderbilt/Elliston,11513024,Monika,,District 21,36.14769,-86.80697,Entire home/apt,90,90,2,2021-08-14,0.04,3,112,1,
3615228,Sylvan Park Guest Quarters,39713,Ellen,,District 24,36.1504,-86.84701,Entire home/apt,70,30,52,2022-06-05,0.91,1,162,3,
775235,Nashville Urban Farm Bellevue,3020125,Kristi,,District 35,36.05154,-86.9382,Entire home/apt,67,30,62,2020-03-31,0.53,1,309,0,
3643239,Downtown Hostel - Private Dorm,16246720,Music City Guest House,,District 19,36.16428,-86.77653,Hotel room,999,1,181,2020-12-08,1.92,15,0,0,
5532667,Nashville Cottage at 5 Points,26060758,Alexa,,District 6,36.17887,-86.74927,Entire home/apt,195,1,418,2022-05-29,4.72,1,135,50,
914787,4 BEDS ★WALK to Downtown Nashville ★Pool & Parking,4910520,Amy,,District 19,36.1754,-86.78193,Entire home/apt,260,1,307,2022-05-31,2.72,12,297,34,
5557887,➥DT Riverfront Condo! 1 mi⇢Broadway*✧FREE PARKNG✧*,88959664,Julian,,District 19,36.17572,-86.78225,Entire home/apt,239,2,86,2022-06-05,1.46,36,187,21,
3648549,"Serene, Cozy Getaway; Lipscomb, Vanderbilt,12South",931636,Debby,,District 25,36.10373,-86.79625,Entire home/apt,151,2,126,2022-06-11,1.83,1,48,13,
3686152,12th South Dream Retreat - Family Friendly!,15586733,Neal,,District 17,36.1269,-86.78371,Entire home/apt,461,2,226,2022-06-06,2.38,19,300,20,
980344,Downstairs/Midweek only Designer Home n Music City,441439,Angela,,District 24,36.144,-86.82827,Private room,250,2,1,2018-03-21,0.02,4,49,0,
3694888,Location! Music Row Gulch Downtown!,18816131,Sean,,District 19,36.15053,-86.78961,Entire home/apt,164,1,515,2022-05-29,5.71,1,246,27,
5560170,Kooler Kendall,9154329,Melissa,,District 24,36.13491,-86.8636,Entire home/apt,342,3,38,2022-05-15,0.43,1,279,7,
1006989,Private Carriage House,1896384,John And Mike,,District 6,36.17509,-86.73581,Entire home/apt,98,2,522,2022-05-30,4.66,1,118,59,
5582584,*WONDERFUL NEW 4 BEDROOM HOME. CLOSE TO DOWNTOWN*,25162776,Frances,,District 5,36.19573,-86.7631,Entire home/apt,693,2,49,2022-05-08,0.58,10,280,11,
3696753,Restrung East Nashville Condo,18830581,Mike & Kate,,District 6,36.17069,-86.75593,Entire home/apt,293,3,319,2022-06-05,3.32,2,123,41,
1209395,Music Row Midtown Apartment,6604593,Michael,,District 19,36.14883,-86.79629,Entire home/apt,114,3,197,2022-05-29,1.88,1,248,23,
3703925,"Charming flat in heart of Nashville, Sylvan Park",441439,Angela,,District 24,36.14127,-86.82559,Entire home/apt,123,1,605,2022-05-29,6.36,4,116,89,
3704256,Cozy Bungalow,3568608,Anna,,District 6,36.18188,-86.72623,Entire home/apt,60,2,113,2020-02-10,1.75,2,0,0,
5590547,Hip East Nashville - Front Porch,124275854,Alexa,,District 6,36.17847,-86.74711,Entire home/apt,259,2,191,2022-05-29,2.17,3,134,41,
1300670,Valentino's Retreat,119023,Dana,,District 10,36.32114,-86.72644,Entire home/apt,142,2,82,2022-06-05,0.75,1,283,30,
5591141,Germantown - 1.7 mi to downtown,28988137,R.C. & Beth,,District 19,36.18102,-86.79417,Entire home/apt,229,1,348,2022-06-12,4.01,1,98,61,
1428018,Take Time out by the Private Lake at Our Urban Oasis,7679962,Cathryne & David,,District 6,36.17574,-86.72014,Private room,134,2,290,2022-05-23,2.70,1,325,22,
5593364,Private flat with a view!,28999686,Kelly,,District 6,36.17475,-86.73605,Entire home/apt,159,2,258,2022-01-31,2.94,1,0,15,
3710914,Cottage-Style East Nashville Home close to Downtown,10259524,Brady,,District 5,36.18081,-86.77149,Entire home/apt,186,2,618,2022-06-05,6.46,4,256,128,
1468175,"Walk to Vandy, Downtown & Music Row - FREE SHUTTLE",7720839,Michelle,,District 19,36.14901,-86.78818,Private room,82,14,140,2018-05-20,1.31,4,0,0,
3717911,Downtown Hostel (Coed Shared Dorm),16246720,Music City Guest House,,District 19,36.1647,-86.77615,Hotel room,999,1,643,2020-12-23,6.82,15,0,0,
5605938,Inviting East Nashville Home,26588108,Jennifer,,District 6,36.17211,-86.7495,Entire home/apt,415,4,21,2022-05-15,0.24,1,348,6,
1469884,Walk to The Gulch -FREE SHUTTLE BUS,7720839,Michelle,,District 17,36.14584,-86.78634,Private room,71,1,76,2017-11-12,0.72,4,0,0,
3742359,Five Star Buena Vista East Nashville Loft,13976860,Connie,,District 6,36.16937,-86.73648,Entire home/apt,178,3,308,2022-06-05,3.22,1,310,29,
1537921,Truly Central East Nashville Private Cozy Cottage,113637,Cynthia,,District 6,36.16794,-86.73759,Entire home/apt,110,2,249,2022-06-09,2.33,1,293,43,
3760928,Historic Suite in East Nashville,19112532,Angela,,District 6,36.19123,-86.74158,Private room,119,1,306,2022-06-05,3.23,1,207,2,
5612705,Room in Nashville,28835457,Adam,,District 17,36.13103,-86.75416,Private room,130,1,0,,,1,0,0,
5622887,"2 NEW HOPE CT PARADISE ROOM
Nonsmokers plz",812128,Patricia And John,,District 12,36.16272,-86.58864,Private room,37,31,12,2022-02-03,0.14,9,84,2,
1546787,Cozy Guesthouse in 12 S Neighborhood,6855810,UrbanNashville,,District 18,36.12903,-86.79336,Entire home/apt,118,2,441,2022-06-07,4.35,86,120,79,
1550764,"Private Entry Studio! Wet Bar,King,Bath,5 mins DT!",1684051,Rick,,District 19,36.17231,-86.79252,Entire home/apt,102,2,717,2022-05-26,6.69,6,19,74,
5685029,Stylish East Nashville Getaway,18115633,Nathan,,District 6,36.17277,-86.74586,Entire home/apt,415,2,92,2022-04-24,1.05,1,197,7,
3789558,Beautiful Home Very Close to Downtown,19451333,Narum,,District 23,36.13111,-86.8813,Entire home/apt,208,3,45,2021-11-14,0.47,4,67,5,
1557535,ULITIMATE GIRLS WEEKEND!!! 10 MIN. TO DOWNTOWN!!!!,8291189,John,,District 7,36.22637,-86.70969,Entire home/apt,713,3,73,2022-03-27,0.70,1,253,7,
3793659,Family Home Downtown Nashville,9633722,Molly,,District 19,36.17136,-86.79406,Entire home/apt,469,2,198,2022-05-27,2.31,2,283,34,
5717222,"Big cozy house w/pool, near airport",29640416,Mark,,District 13,36.14196,-86.6361,Entire home/apt,238,2,225,2022-05-22,2.58,1,35,44,
1583339,Heart of Historic East Nashville,1567001,Amy,,District 6,36.17833,-86.74426,Entire home/apt,436,2,61,2022-06-07,0.57,4,329,13,
5726670,12South Charmer. Guest Cottage ideal for ext. stay,10633841,Emily,,District 17,36.11806,-86.78812,Entire home/apt,70,30,160,2022-05-16,1.91,1,70,7,
3811909,Modern Cottage East Nashville,11543228,Jess,,District 6,36.18235,-86.72676,Entire home/apt,110,2,330,2022-06-05,3.47,1,47,43,
1583557,Entire Upstairs-2 Bedroom Private/Owner downstairs,1567001,Amy,,District 6,36.17833,-86.74426,Entire home/apt,160,2,112,2022-05-07,1.05,4,309,12,
1584280,Cheapestead Cottage East Nashville,8440705,Carolyn,,District 6,36.17649,-86.74237,Entire home/apt,95,2,360,2022-05-29,3.37,1,216,27,
3861690,Southern Charm on the Farm,19743617,Tom & Ann,,District 35,36.05274,-87.03498,Entire home/apt,135,2,177,2022-06-12,1.94,1,357,16,
5759335,Massive Palace Close to Downtown!,18071351,Daniel,,District 19,36.17161,-86.79353,Entire home/apt,807,2,44,2022-05-30,0.50,1,349,5,
1587240,Charismatic room in East Nashville,1567001,Amy,,District 6,36.17868,-86.74394,Private room,70,2,135,2021-07-22,1.27,4,163,5,
1625117,Cozy/Cute/Very Safe TreeTop apt in East Nashville,8382752,Bobby,,District 7,36.23019,-86.71623,Entire home/apt,110,1,269,2022-05-14,2.70,1,342,10,
5761405,Amazing Master Suite -- Heart of East Nashville,5178185,Joel,,District 6,36.17064,-86.74668,Private room,264,1,53,2022-05-05,0.61,4,281,2,
5761584,East Nashville Jewel,5178185,Joel,,District 6,36.17229,-86.7457,Private room,198,1,64,2021-09-07,0.88,4,272,3,
5761616,Stay in Style Where the Musicians Live,5178185,Joel,,District 6,36.17111,-86.74583,Entire home/apt,373,1,238,2022-05-30,2.72,4,314,37,
3867817,"Luxury ""Shabby Chic Dollhouse"" Home~BEST LOCATION!",19969236,Elizabeth,,District 24,36.1221,-86.8422,Entire home/apt,263,30,8,2019-10-31,0.09,1,338,0,
3895594,Nature in Music City,20164535,Brian,,District 30,36.07588,-86.71173,Entire home/apt,105,30,0,,,1,0,0,
1640655,Southern Hospitality - With 2 Rooms! Private Bath!,6154341,Ann,,District 17,36.1254,-86.77825,Private room,90,4,149,2019-05-01,1.41,1,282,0,
3905148,Private Entry/1895 Victorian,19204818,"Tom And Wife, Mary",,District 6,36.17377,-86.74145,Private room,104,1,492,2022-06-08,5.19,1,306,93,
5767371,*FABULOUS NEW HOMES(S) CLOSE TO BROADWAY** 2,25162776,Frances,,District 5,36.19767,-86.76311,Entire home/apt,730,2,84,2022-04-17,0.97,10,303,17,
5773891,Cute East Nashville Pad,29955861,Jim,,District 5,36.20005,-86.75456,Entire home/apt,151,2,305,2022-06-08,3.56,1,283,61,
1661560,"East Nash tucked away, retro, killer porch, view!",8804227,Kelli,,District 6,36.17622,-86.73512,Entire home/apt,222,1,120,2022-05-22,1.15,1,166,7,
1714215,"TRAVELERS PL  Blue Room 
Female, NS Only plz",812128,Patricia And John,,District 12,36.18743,-86.59163,Private room,50,31,13,2022-05-26,0.15,9,136,3,
5794839,"Heidtke House, A Rare Find & Featured on TV!",13960675,John,,District 15,36.16825,-86.67063,Entire home/apt,301,5,118,2022-05-22,1.58,1,308,8,
3907104,"Restored Historic Home, Steps from Dining & Shops",593556,Alece,,District 6,36.175255,-86.75061,Entire home/apt,164,1,149,2022-06-08,1.58,13,299,52,
1786497,2BR Artsy Retro in East Nashville: Great Reviews!,7503893,Angie,,District 7,36.19506,-86.71568,Entire home/apt,99,30,105,2022-03-31,1.03,3,133,4,
5795538,"Updated Tudor Home with Backyard Deck, Office, and Kid Space",30066988,Keavy,,District 5,36.18721,-86.75254,Entire home/apt,239,2,232,2022-05-30,2.81,1,231,34,
1793477,East Nashville Underground Apt.,7509912,Sarah & Steve,,District 7,36.1978,-86.70568,Entire home/apt,162,1,486,2022-05-29,4.66,2,349,30,
5796020,Best East Nashville Location - 3000ft2 Classic,30070119,Matt And Shara,,District 6,36.17995,-86.74676,Entire home/apt,335,3,17,2017-07-09,0.20,1,0,0,
3952633,Stylish Condo in Trendy 12South,7096686,Meredith,,District 17,36.12385,-86.77719,Entire home/apt,106,27,25,2021-12-19,0.26,2,199,1,
4033107,Cozy Downtown Nashville Room,9081613,Sritha,,District 19,36.16185,-86.78039,Private room,132,1,85,2016-09-13,0.90,1,0,0,
1840652,A Downtown Great GetAway!,2066370,Lisa,,District 21,36.17642,-86.80902,Entire home/apt,389,2,147,2022-06-12,1.41,2,242,23,
5808960,"Luxurious Private Studio, 10 min to downtown",30139823,Jessica,,District 25,36.10236,-86.78609,Entire home/apt,135,2,354,2022-06-12,4.14,1,246,68,
1885504,"2 Master Suites, 30-day Rental 10 mins to downtown",9805687,Brent,,District 16,36.10963,-86.74195,Entire home/apt,166,2,170,2022-05-10,1.63,9,284,13,
5859347,Comfy home in East Nashville,13224315,Emma & David,,District 6,36.18091,-86.7171,Entire home/apt,226,3,113,2022-05-29,1.33,1,21,24,
4033674,"Modern Condo & Pool,Downtown Close! BudgetFriendly",14657565,Daphne,,District 17,36.12644,-86.77843,Entire home/apt,86,1,783,2022-06-08,8.44,5,217,100,
1951714,Cheap Vandy / Downtown Nashville CrashPad,7720839,Michelle,,District 19,36.14721,-86.78759,Shared room,500,1,7,2017-09-11,0.07,4,90,0,
4047679,1BR/1BA Music Row Long-Term Executive Suite,2800334,Kristin,,District 17,36.14275,-86.79487,Entire home/apt,80,30,102,2022-04-15,1.08,2,147,3,
1954040,Vintage style Eastside bungalow,8196681,Anita,,District 7,36.20443,-86.72778,Private room,69,1,328,2022-05-17,3.19,1,265,76,
5864046,East Nashville Eco Home,5819048,John & Jenn,,District 5,36.18733,-86.77153,Entire home/apt,214,2,302,2020-11-01,3.47,1,0,0,
2071080,Cheap Downtown Crashpad (Solo Travelers Only),7720839,Michelle,,District 19,36.14717,-86.78754,Shared room,104,1,2,2018-05-05,0.03,4,0,0,
2083878,"3min to DWTN!/2 bds, 1.5bths/Private Suite",10643952,Khira,,District 19,36.17074,-86.79057,Entire home/apt,128,1,535,2022-05-29,5.20,1,104,57,
5880314,East Nash Peaceful Abode- 1st Floor,6254287,Steph,,District 6,36.18394,-86.73241,Private room,98,2,385,2022-06-05,4.43,1,12,43,
4067086,Urban Art District Abode,9596278,Jacob,,District 17,36.14392,-86.76227,Entire home/apt,169,1,720,2022-05-26,7.63,4,253,95,
4100639,!!RIVERFRONT CONDO WITH POOL*  WALK TO BROADWAY!!,17145199,Brad,,District 19,36.17105,-86.78033,Entire home/apt,183,1,401,2022-06-05,4.45,6,191,85,
4169295,Belmont 12th South DREAM HOUSE: Top rated home,2275056,Debbie,,District 18,36.12465,-86.79689,Entire home/apt,1299,2,83,2022-05-30,0.92,6,322,8,
2138177,Rustic Designer Suite near City Center,6521193,Terry And Piper,,District 6,36.16137,-86.75327,Entire home/apt,140,30,407,2022-02-27,4.01,1,54,36,
4170603,8th Ave. Near 12 South and Downtown,16831211,Chris,,District 17,36.12609,-86.77792,Entire home/apt,82,3,339,2022-06-07,3.61,1,228,53,
5920152,"$4M - 9,000ft Belle Meade Estate w/ Pool",30745101,Marc,,District 23,36.11971,-86.85387,Entire home/apt,1743,3,140,2022-05-22,1.89,1,305,20,
2170733,Charming East Nashville Home,6036692,Ruthie,,District 6,36.18854,-86.74452,Entire home/apt,100,30,54,2020-03-16,0.54,1,10,0,
5930642,Wyndham Nashville- 1 bdrm near Gaylord Palms,30787515,Brooke,,District 15,36.21685,-86.70283,Entire home/apt,161,2,30,2019-09-02,0.35,4,25,0,
2181743,Take It Easy at an Urban Cottage in East Nashville/near Dt,7073590,Brigitte,,District 6,36.16976,-86.73837,Entire home/apt,243,1,489,2022-05-31,4.99,14,309,82,
5933237,Charming renovated bungalow,14083317,Merrilyn,,District 6,36.18803,-86.74077,Entire home/apt,178,2,257,2022-05-31,2.94,2,13,34,
4178988,Award Winning Private Cottage NASHVILLE,9551442,Debra,,District 6,36.1748,-86.73808,Entire home/apt,150,1,713,2022-06-12,7.64,6,256,100,
2247632,Country in the city( NINE beds! East Nashville),2245687,Kyah,,District 6,36.1864,-86.71779,Entire home/apt,384,3,172,2022-06-11,1.70,1,307,23,
4197716,Scandinavian Style Apartment in Heart of East Nashville,12122804,Cass And Martin,,District 6,36.18111,-86.73229,Entire home/apt,122,1,593,2022-06-09,6.32,2,122,68,
4227049,East Nashville Victorian Home,7153613,Tammi,,District 6,36.18729,-86.73623,Entire home/apt,395,2,69,2021-09-27,0.75,1,0,4,
5964509,Breathtaking Views of Nashville-Close to Downtown,30962240,Xenos,,District 21,36.153839,-86.823883,Entire home/apt,529,2,261,2022-06-05,3.00,20,262,16,
5970743,Dolly's Tennessee Whiskey! Trendy Loft! WALK TO BROADWAY! Free Parking! 2nd Ave,30995912,Jessica Joy,,District 19,36.15495,-86.77043,Entire home/apt,349,3,380,2022-05-30,4.36,12,344,53,
2261942,Charming Room in Hip East Nashville,11550460,Jim,,District 5,36.18181,-86.7528,Private room,93,2,581,2022-06-11,5.86,1,87,71,
5984997,The Launch Pad,19288905,Sandy,,District 17,36.14257,-86.76219,Entire home/apt,144,1,689,2022-06-07,8.58,1,243,150,
5989908,Hillisboro Treehouse:  Stay 30+ Days Only,22327607,Gina,,District 18,36.12884,-86.81159,Entire home/apt,54,30,110,2022-05-01,1.26,1,316,1,
6001003,Hotel-Style Room 1-Block from Lower Broadway!,16246720,Music City Guest House,,District 19,36.1647,-86.77615,Entire home/apt,956,1,74,2020-11-27,0.92,15,0,0,
4252199,Big & Cozy East Nashville Retreat,22066344,Katie,,District 5,36.18327,-86.75205,Entire home/apt,355,2,356,2022-05-01,3.84,4,189,18,
4266652,Stylish Condo Centrally Located,22149003,A.,,District 26,36.08643,-86.73305,Private room,68,2,21,2018-11-18,0.25,1,0,0,
4275484,The Hamilton ★ 3 BR/2 BA ★ 1.5 mi to Broadway,22196890,Donald,,District 17,36.13807,-86.76732,Entire home/apt,237,3,282,2022-05-23,3.27,1,355,39,
2273933,Sylvan Park  2 mi downtown -,441439,Angela,,District 24,36.14058,-86.82551,Entire home/apt,571,3,8,2022-01-14,0.08,4,18,3,
4278005,"""Plan B"" Guest Suite",21259075,Jessica,,District 24,36.1484,-86.84671,Entire home/apt,45,30,106,2021-02-27,1.17,1,0,0,
6099376,Cute Nashville Craftsman Apt-Minutes to Downtown!,31649105,Matthew,,District 5,36.19126,-86.75808,Entire home/apt,80,2,156,2020-06-04,1.83,1,0,0,
2316288,✨ PRIME Location✨ Great Neighborhood 2.5 Miles From Downtown✨,7428690,Matt & Steph,,District 6,36.18719,-86.74243,Entire home/apt,250,2,289,2022-06-06,3.43,3,343,33,
6113766,Lovely East Nashville Private Suite,31720018,Kristyn,,District 6,36.1791,-86.73852,Entire home/apt,123,2,360,2022-02-27,4.20,1,0,36,
4302855,The Commodore-Stay ON Vandy Campus and Live Like a Local in Hillsboro Village!,6675690,Isabeau And Shaun,,District 18,36.13751,-86.81267,Entire home/apt,343,2,140,2022-05-30,1.89,71,337,24,
4303083,Beautifully Chic Single Story Home In East Nashville,6675690,Isabeau And Shaun,,District 6,36.17144,-86.74783,Entire home/apt,320,2,165,2022-06-05,2.29,71,344,39,
2372334,Charismatic room in East Nashville,1567001,Amy,,District 6,36.17833,-86.74426,Private room,70,2,49,2021-01-02,0.49,4,163,0,
4351066,Modern Studio in Hip Melrose,16587828,Cal,,District 17,36.12679,-86.77831,Entire home/apt,100,2,424,2022-05-29,4.55,2,317,45,
2396505,Luxe Comfort in an Artistic & Historic Home,12098481,Bryan,,District 18,36.13549,-86.81257,Entire home/apt,706,3,70,2022-05-08,0.71,1,245,10,
4354794,Downtown Nashville Riverfront Condo with Pool,15892790,Mark,,District 19,36.17481,-86.78114,Entire home/apt,192,1,311,2022-05-27,3.43,2,54,10,
6162409,Mt Juliet: 1BR Happy Hollow Cabin,27950672,Thomm And Eva,,District 33,36.12439,-86.54606,Entire home/apt,120,5,414,2022-05-30,4.78,1,278,22,
2473234,Room At Eastland - Your totally private room!,12649085,Val,,District 6,36.18218,-86.726,Private room,55,3,120,2022-06-06,1.20,1,240,9,
6193527,Beautiful Home - Historic Neighborhood!,31139913,Laura & Jason,,District 6,36.17393,-86.7408,Entire home/apt,490,7,14,2018-06-26,0.17,1,53,0,
2479230,2BR/1BA Long-Term FURNISHED Rental by Vandy,2800334,Kristin,,District 19,36.14454,-86.79452,Entire home/apt,95,30,92,2021-05-31,0.94,2,254,0,
4358798,East Nashville 1930's Cottage Unit B,16922948,Meagan,,District 7,36.19241,-86.72529,Entire home/apt,138,4,95,2022-05-23,1.11,2,334,6,
2521338,"BEAUTIFUL AFFORDABLE SPACE 
F Non smoker only plz",812128,Patricia And John,,District 12,36.1887,-86.59036,Private room,35,31,3,2016-08-10,0.04,9,174,0,
4365735,East Nashville 1930'a Cottage Unit A,16922948,Meagan,,District 7,36.19229,-86.7253,Entire home/apt,275,4,84,2021-10-02,0.90,2,329,4,
2577619,NASHVILLE'S GEM LOCATION! MUSIC ROW & VANDERBILT,2275056,Debbie,,District 18,36.140717,-86.815483,Entire home/apt,649,2,127,2022-05-30,1.33,6,276,27,
6198601,Sunny treetop loft walk to 5 points,9012461,Geoff,,District 6,36.17075,-86.74203,Entire home/apt,139,1,1,2021-05-16,0.08,2,0,0,
2581896,"Live Like a Local in E. Nashville, 233 5* Reviews",13221453,Christy,,District 6,36.17061,-86.74256,Entire home/apt,179,2,245,2022-06-05,2.46,5,102,30,
6207147,Casa Lola - Hip Victorian,32119480,Lori,,District 6,36.17348,-86.75443,Private room,108,2,214,2022-06-04,2.50,1,50,31,
6210434,Stroll to East Nashville Restaurants from Cozy Guest Suite,12122804,Cass And Martin,,District 6,36.18111,-86.73229,Entire home/apt,115,1,534,2022-06-11,7.31,2,0,92,
4404303,Private Loft Apt Vandy / Belmont,22862844,Olivia,,District 18,36.13361,-86.80678,Entire home/apt,99,2,290,2019-07-07,3.20,1,0,0,
2590492,Purple Moon River House  Monthly Rentals Only,13262394,Dee,,District 15,36.2422,-86.70531,Entire home/apt,300,30,21,2018-07-30,0.21,1,347,0,
4436799,Midtown/Kristofferson's old Apt!,23029956,Ricky,,District 19,36.15259,-86.79593,Entire home/apt,171,1,678,2022-05-25,7.41,5,30,71,
6213651,The Stewart House in 12th South - Half House,15586733,Neal,,District 18,36.12473,-86.79341,Entire home/apt,191,2,300,2022-06-05,3.78,19,225,50,
2666769,Cottage at West End/Vandy/Hillsboro,9551442,Debra,,District 21,36.14705,-86.81845,Entire home/apt,170,1,643,2022-06-12,6.79,6,127,73,
6223197,Home (3BR) Close to everything EAST Nashville,32272323,Jason,,District 5,36.1814,-86.75342,Entire home/apt,210,3,211,2022-06-05,2.49,1,111,37,
6225946,Musician's Abode - East Nashville,9012461,Geoff,,District 6,36.17026,-86.74325,Entire home/apt,190,1,273,2022-05-29,3.31,2,315,40,
2694882,"E. Nashville -Close to Everything, 235 5* Reviews,",13221453,Christy,,District 6,36.17029,-86.74104,Entire home/apt,143,2,239,2022-05-29,2.40,5,40,15,
4438136,"Updated Historic Home, Vibrant Park, HVAC w/ UV L",10389445,Janet,,District 24,36.13354,-86.82565,Entire home/apt,307,2,181,2022-06-09,2.00,1,159,17,
2699594,"Broadway Penthouse, Walk to Live Music, Bars!",1099118,Cal,,District 19,36.16223,-86.77752,Entire home/apt,362,2,183,2022-05-31,1.93,1,349,24,
4476315,"Charming Poppy House Villa, Walk to Music and More.",23224852,Jamie,,District 19,36.14555,-86.7896,Entire home/apt,258,2,396,2022-06-08,4.33,1,281,66,
